	Catalog Name	Course Name	Department
448	BIOS 27750	Stem Cells and Regeneration: from aquatic research organisms to mammals	BIOS
449	BIOS 27751	Biological Oceanography	BIOS
450	BIOS 27752	Dynamic Camouflage: Behavior, Visual Perception and Neural Skin Patterning in Cephalopods	BIOS
451	BIOS 27753	Fundamentals of Synapses	BIOS
452	BIOS 27760	An Introduction to Parasitology	BIOS
453	BIOS 27810	Epidemiology and Population Health	BIOS
454	BIOS 27813	Cancer Concepts:  Causes and Consequences	BIOS
455	BIOS 27815	Infectious Diseases	BIOS
456	BIOS 28101-28102	Science Communication	BIOS
457	BIOS 28101	Science Communication: Writing a Digital Science Story	BIOS
458	BIOS 28102	Science Communication: Producing a Science Video Story	BIOS
459	BIOS 28105	Ethics through a Neurobiological Lens	BIOS
460	BIOS 28407	Genomics and Systems Biology	BIOS
461	BIOS 28411	Quantitative Systems Biology	BIOS
462	BIOS 28700	Biodiagnostics and Biosensors	BIOS
463	BIOS 28900	Undergraduate Bachelor of Science Research	BIOS
464	BIOS 02280	Drinking Alcohol: Social Problem or Normal Cultural Practice?  100 Units	BIOS
465	BIOS 02490	Biology and Sociology of AIDS	BIOS
466	BIOS 29326	Introduction to Medical Physics and Medical Imaging	BIOS
467	BIOS 29814	Biological and Social Determinants of Health	BIOS
468	BIOS 00199	Undergraduate Research	BIOS
469	BIOS 00206	Readings: Biology	BIOS
470	BIOS 00296	Undergraduate Honors Research	BIOS
471	BIOS 00299	Advanced Research: Biological Sciences	BIOS
472	CHEM 00111-00112-00113	Collaborative Learning in General Chemistry I-II-III	CHEM
473	CHEM 00111	Collaborative Learning in General Chemistry I	CHEM
474	CHEM 00112	Collaborative Learning in General Chemistry II	CHEM
475	CHEM 00113	Collaborative Learning in General Chemistry III	CHEM
476	CHEM 00220-00221-00222	Collaborative Learning in Organic Chemistry I-II-III	CHEM
477	CHEM 00220	Collaborative Learning in Organic Chemistry I	CHEM
478	CHEM 00221	Collaborative Learning in Organic Chemistry II	CHEM
479	CHEM 00222	Collaborative Learning in Organic Chemistry III	CHEM
480	CHEM 10100-10200-11300	Introductory General Chemistry I-II; Comprehensive General Chemistry III	CHEM
481	CHEM 10100	Introductory General Chemistry I	CHEM
482	CHEM 10200	Introductory General Chemistry II	CHEM
483	CHEM 11300	Comprehensive General Chemistry III	CHEM
484	CHEM 11100-11200-11300	Comprehensive General Chemistry I-II-III	CHEM
485	CHEM 11100	Comprehensive General Chemistry I	CHEM
486	CHEM 11200	Comprehensive General Chemistry II	CHEM
487	CHEM 11300	Comprehensive General Chemistry III	CHEM
488	CHEM 12100-12200-12300	Honors General Chemistry I-II-III	CHEM
489	CHEM 12100	Honors General Chemistry I	CHEM
490	CHEM 12200	Honors General Chemistry II	CHEM
491	CHEM 12300	Honors General Chemistry III	CHEM
492	CHEM 12900	The Chemistry of Artists' Materials	CHEM
493	CHEM 20100-20200	Inorganic Chemistry I-II	CHEM
494	CHEM 20100	Inorganic Chemistry I	CHEM
495	CHEM 20200	Organometallic Chemistry	CHEM
496	CHEM 20300	Chemistry of Materials	CHEM
497	CHEM 21400	Creative Machines and Innovative Instrumentation	CHEM
498	CHEM 22000-22100-22200	Organic Chemistry I-II-III	CHEM
499	CHEM 22000	Organic Chemistry I	CHEM
500	CHEM 22100	Organic Chemistry II	CHEM
501	CHEM 22200	Organic Chemistry III	CHEM
502	CHEM 22700	Advanced Organic/Inorganic Laboratory	CHEM
503	CHEM 23000-23100-23200	Honors Organic Chemistry I-II-III	CHEM
504	CHEM 23000	Honors Organic Chemistry I	CHEM
505	CHEM 23100	Honors Organic Chemistry II	CHEM
506	CHEM 23200	Honors Organic Chemistry III	CHEM
507	CHEM 23300	Introduction to Chemical Biology	CHEM
508	CHEM 23600	Chemical Oceanography	CHEM
509	CHEM 25000	The Drug Discovery Process: from Lead to the Clinic	CHEM
510	CHEM 26000	Light, Vision, and Matter	CHEM
511	CHEM 26100-26200-26300	Quantum Mechanics; Thermodynamics; Chemical Kinetics and Dynamics	CHEM
512	CHEM 26100	Introductory Quantum Mechanics	CHEM
513	CHEM 26200	Thermodynamics	CHEM
514	CHEM 26300	Chemical Kinetics and Dynamics	CHEM
515	CHEM 26700	Experimental Physical Chemistry	CHEM
516	CHEM 26800	Quantum Molecular and Materials Modeling	CHEM
517	CHEM 29600	Research in Chemistry	CHEM
518	CHEM 29900	Advanced Research in Chemistry	CHEM
519	CHEM 30100	Advanced Inorganic Chemistry	CHEM
520	CHEM 30200	Synthesis and Physical Methods in Inorganic Chemistry	CHEM
521	CHEM 30400	Organometallic Chemistry	CHEM
522	CHEM 30500	Nanoscale Materials	CHEM
523	CHEM 30600	Chemistry Of The Elements and Materials	CHEM
524	CHEM 30900	Bioinorganic Chemistry	CHEM
525	CHEM 32100	Physical Organic Chemistry I	CHEM
526	CHEM 32200	Organic Synthesis and Structure	CHEM
527	CHEM 32300	Strategies and Tactics of Organic Synthesis	CHEM
528	CHEM 32400	Physical Organic Chemistry II	CHEM
529	CHEM 32500	Bioorganic Chemistry	CHEM
530	CHEM 33000	Complex Chemical Systems	CHEM
531	CHEM 33100	New Synthetic Reactions and Catalysts	CHEM
532	CHEM 33200-33300	Chemical Biology I-II	CHEM
533	CHEM 33200	Introduction to Chemical Biology	CHEM
534	CHEM 33300	Chemical Biology II	CHEM
535	CHEM 33500	Chemistry of Enzyme Catalysis	CHEM
536	CHEM 33600	Biological Chemistry of Materials: Principles and Applications	CHEM
537	CHEM 33700	RNA Structure, Function, and Biology	CHEM
538	CHEM 33800	Current Topics and Methods in Chemical Biology	CHEM
539	CHEM 33900	Discovery and Translation of Molecular Therapeutics	CHEM
540	CHEM 36100	Wave Mechanics and Spectroscopy	CHEM
541	CHEM 36200	Quantum Mechanics	CHEM
542	CHEM 36300	Statistical Thermodynamics	CHEM
543	CHEM 36400	Advanced Statistical Mechanics	CHEM
544	CHEM 36500	Chemical Dynamics	CHEM
545	CHEM 37100	Advanced Spectroscopies	CHEM
546	CHEM 37300	Advanced Special Topics in Theory and  Computation	CHEM
547	CHEM 38700	Biophysical Chemistry	CHEM
548	CHEM 39000	Solids, Materials, Surfaces	CHEM
549	CHEM 39100	Polymer Synthesis	CHEM
550	CMST 10100	Introduction to Film Analysis	CMST
551	CMST 14350	Videogame Level Design	CMST
552	CMST 14400	Film and the Moving Image	CMST
553	CMST 14503	Cinema in Theory and Practice	CMST
554	CMST 14505	Visual Style in Still and Moving Images	CMST
555	CMST 14565	Special Topics: The Films of Alfred Hitchcock	CMST
556	CMST 14570	Special Topics: Animation Theory	CMST
557	CMST 14578	Media Technologies	CMST
558	CMST 14580	Special Topics: Uncanny	CMST
559	CMST 14920	Comparative Media Poetics: Horror	CMST
560	CMST 15500	Beginning Screenwriting	CMST
561	CMST 17900	Machine, Museum, Medium: The Collections of Paris through the Eyes of the Computer	CMST
562	CMST 20600	Gender, Race, and Horror	CMST
563	CMST 20602	Queer/Trans/Media	CMST
564	CMST 21003	Early Black Film and its Afterlives	CMST
565	CMST 21025	Creating a Different Image: Black Women's Filmmaking of the 1970s-90s	CMST
566	CMST 21401	Refresh, Reload, Reboot, Remake: What are film remakes good for?  100 Units	CMST
567	CMST 21650	Irish Literature and Cinema	CMST
568	CMST 22119	Richard Wagner's Ring of the Nibelung in Performance	CMST
569	CMST 22322	Introduction to Game Design	CMST
570	CMST 23321	Bollywood Beats: Music and Sound in Popular Hindi Cinema	CMST
571	CMST 23624	The Geography of Italian Cinema	CMST
572	CMST 23930	Documentary Production I	CMST
573	CMST 23931	Documentary Production II	CMST
574	CMST 24110	India on Film	CMST
575	CMST 24405	Kieslowski's French Cinema	CMST
576	CMST 24507	Soviet Cinema and the Avant-Garde	CMST
577	CMST 24603	Ghosts & the Fantastic in Literature and Film	CMST
578	CMST 24608	Beijing through the Lens	CMST
579	CMST 24910	INSECT MEDIA	CMST
580	CMST 24935	Introduction to Immersive Environments	CMST
581	CMST 25121	Intimacy and Desire in German Cinema	CMST
582	CMST 25507	Gender, Race, and Horror	CMST
583	CMST 25602	Animation: Practices & Principles	CMST
584	CMST 25603	What Is Animation?  100 Units	CMST
585	CMST 25610	Line, Trace, Motion: Computation and Experiment in Animation	CMST
586	CMST 25620	Japanese Animation: The Making of a Global Media	CMST
587	CMST 25954	Alternate Reality Games:  Theory and Production	CMST
588	CMST 26043	The Aesthetics of Artificial Intelligence	CMST
589	CMST 26074	The Cinema of Andrei Tarkovsky	CMST
590	CMST 26505	Straight-line sensibilities	CMST
591	CMST 26603	The Cinema of Miloš Forman	CMST
592	CMST 27006	Cinema and Incarceration	CMST
593	CMST 27021	Performance Captured	CMST
594	CMST 27208	Screenings of the Dark: Topics in Black Feminist Film Theory	CMST
595	CMST 27299	Intensive Track - Written Thesis Workshop	CMST
596	CMST 27301	Philosophy of Comedy: Classic Hollywood Film	CMST
597	CMST 27302	Acting on Film	CMST
598	CMST 27806	Algorithmic Culture	CMST
599	CMST 27807	Work and Play in the Digital Age: Video Games and Social Media	CMST
600	CMST 27817	Sonic the Hedgehog	CMST
601	CMST 27830	A Workshop on Creative Coding for New Media	CMST
602	CMST 27867	1990s Videogame History	CMST
603	CMST 27880	Videogame Consoles: A Platform Studies Approach	CMST
604	CMST 27887	The Platformer: History and Theory of a Videogame Genre	CMST
605	CMST 27910	Virtual Ethnography: Encounters in Mediation	CMST
606	CMST 27911	Augmented Reality Production	CMST
607	CMST 27916	Critical Videogame Studies	CMST
608	CMST 27920	Virtual Reality Production	CMST
609	CMST 28103	Popular Music on Film	CMST
610	CMST 28205	Feminist Documentary Filmmaking	CMST
611	CMST 28360	Screendance: Movement and New Media	CMST
612	CMST 28500-28600-28700	History of International Cinema I-II-III	CMST
613	CMST 28500	History of International Cinema I: Silent Era	CMST
614	CMST 28600	History of International Cinema II: Sound Era to 1960	CMST
615	CMST 28700	History of International Cinema, Part III: 1960 to Present	CMST
616	CMST 28805	Politics and Cinema under Authority	CMST
617	CMST 28906	Contemporary Cinematic Special Effects	CMST
618	CMST 28910	Planetary Media	CMST
619	CMST 28915	Short Form Digital Storytelling: Creating a Web Series	CMST
620	CMST 28921	Introduction to 16mm Filmmaking	CMST
621	CMST 28922	Intermediate 16mm Filmmaking	CMST
622	CMST 28925	Expanded Cinema	CMST
623	CMST 28999	Intensive Track - Production Thesis Workshop	CMST
624	CMST 29000	Cinema and the Speculative Archive: Theory & Practice Seminar	CMST
625	CMST 29201	Advanced Seminar - Autumn	CMST
626	CMST 29202	Advanced Seminar - Spring	CMST
627	CMST 29700	Reading and Research, CMST	CMST
628	CMST 29900	Senior Thesis	CMST
629	CLCV 15000	Myth and Its Critics	CLCV
630	CLCV 20091	Field Archaeology	CLCV
631	CLCV 20122	Heaven, Hell, and Life After Death	CLCV
632	CLCV 20222	Greek and Near Eastern Creation Stories	CLCV
633	CLCV 20400	Who Were (Are) the Greeks?  100 Units	CLCV
634	CLCV 20700-20800-20900	Ancient Mediterranean World I-II-III	CLCV
635	CLCV 20700	Ancient Mediterranean World I: Greece	CLCV
636	CLCV 20800	Ancient Mediterranean World II:  Rome	CLCV
637	CLCV 20900	Ancient Mediterranean World III: Late Antiquity	CLCV
638	CLCV 21722	Ancient Empires IV: the Achaemenid Empire	CLCV
639	CLCV 21724	Abandoned knowledge	CLCV
640	CLCV 21922	Broken Mirrors: Writing the Other from Herodotus to the Jewish/Christian	CLCV
641	CLCV 22216	Italian Renaissance: Petrarch, Machiavelli, and the Wars of Popes and Kings	CLCV
642	CLCV 22322	Phoenician Religion (In Their Own Words And Those of Their Neighbors)  100 Units	CLCV
643	CLCV 22524	Introduction to the New Testament: Texts and Contexts of Interpretation	CLCV
644	CLCV 22700	History of Philosophy I: Ancient Philosophy	CLCV
645	CLCV 23024	Archaeologies of Gender and Sexuality	CLCV
646	CLCV 23324	Resilience and decline in East Roman History	CLCV
647	CLCV 23424	Race, Rome, and Greece	CLCV
648	CLCV 23524	Constantinople, Byzantine and Ottoman: Crossroads of East and West	CLCV
649	CLCV 23608	Aristophanes's Athens	CLCV
650	CLCV 23712	Aquinas:  On God, Being and Evil	CLCV
651	CLCV 23718	Empires and Peoples: Ethnicity in Late Antiquity	CLCV
652	CLCV 23809	Pain, Truth, and Justice	CLCV
653	CLCV 23820	Debating Christians and Other Adversaries: Greek and Syriac Dialogues in Late Antiquity	CLCV
654	CLCV 23823	Suffering, Grief, and Consolation	CLCV
655	CLCV 23921	Thucydides and Athenian Democracy at War	CLCV
656	CLCV 23923	The Iliad as a Whole	CLCV
657	CLCV 24021	Partings, Encounters, and Entangled Histories: The Formation of Judaism and Christianity	CLCV
658	CLCV 24722	On Dialogue: Introduction to a Genre	CLCV
659	CLCV 24821	Foucault and the Christians: On Ethics, Desire, and The History of Sexuality	CLCV
660	CLCV 24918	Early Traveling Writing: Pausanias in Roman Greece	CLCV
661	CLCV 24922	Language Contact: Greek and the World's Languages	CLCV
662	CLCV 25319	Gender and Sexuality in Late Antiquity: Precursors and Legacies	CLCV
663	CLCV 25322	#Blessed: The Prosperity Gospel, The Bible, and Economic Ethics	CLCV
664	CLCV 25323	Africa's Byzantine Heritage: Religion and Art in Pluralistic Societies	CLCV
665	CLCV 25521	The Sublime	CLCV
666	CLCV 25700-25800-25900	Ancient Empires I-II-III	CLCV
667	CLCV 25700	Ancient Empires I: The Hittite Empire	CLCV
668	CLCV 25800	Ancient Empires II: The Ottoman Empire	CLCV
669	CLCV 25900	Ancient Empires III :The Egyptian Empire of the New Kingdom	CLCV
670	CLCV 25923	Image, Iconoclasm, Animation	CLCV
671	CLCV 26020	The Gospel of John	CLCV
672	CLCV 26119	Muses and Saints: Poetry and the Christian Imagination	CLCV
673	CLCV 26324	Aristophanes takes on Euripides	CLCV
674	CLCV 27320	Greek Archaeology in 20 Objects	CLCV
675	CLCV 27423	"Leo Strauss' Philosophical ""Autobiography""  100 Units"	CLCV
676	CLCV 27522	Praising the Gods: Greek Hymnic Poetry and Its Context	CLCV
677	CLCV 27623	Three Comedies of Sexual Revolution	CLCV
678	CLCV 27723	Herodotus	CLCV
679	CLCV 27923	Textual Amulets in the Ancient Mediterranean	CLCV
680	CLCV 28024	Poetry of war and Peace	CLCV
681	CLCV 28322	Art and Religion from the Roman to the Christian Worlds	CLCV
682	CLCV 28323	Art and Description in Antiquity and Byzantium	CLCV
683	CLCV 28422	How Did The Ancients Interpret Their Myths?  100 Units	CLCV
684	CLCV 28524	Thessaloniki: A history of a city through the ages	CLCV
685	CLCV 29500	Senior Seminar	CLCV
686	CLCV 29501	Senior Seminar	CLCV
687	CLCV 29700	Reading Course: Classical Civ	CLCV
688	GREK 10100-10200-10300	Introduction to Attic Greek I-II-III	GREK
689	GREK 10100	Introduction to Attic Greek I	GREK
690	GREK 10200	Introduction To Attic Greek II	GREK
691	GREK 10300	Introduction to Attic Greek III: Prose	GREK
692	GREK 10123	Summer Intensive Introductory Ancient Greek	GREK
693	GREK 20100-20200-20300	Intermediate Greek I-II-III	GREK
694	GREK 20100	Intermediate Greek I:  100 Units	GREK
695	GREK 20200	Intermediate Greek II:  100 Units	GREK
696	GREK 20300	Intermediate Greek III	GREK
697	GREK 20123	Summer Intensive Intermediate Ancient Greek	GREK
698	GREK 23223	Hellenistic Literature	GREK
699	GREK 23724	Homer's Odyssey:  Homecomings	GREK
700	GREK 24124	Athanasius on the Incarnation	GREK
701	GREK 25624	Plutarch	GREK
702	GREK 26324	Aristophanes takes on Euripides	GREK
703	GREK 27122	Praising the Gods: Greek Hymnic Poetry and Its Context	GREK
704	GREK 27423	The Acts of Paul and Thecla and the Pastoral Epistles	GREK
705	GREK 29700	Reading Course: Greek	GREK
706	LATN 10100-10200-10300	Introduction to Classical Latin I-II-III	LATN
707	LATN 10100	Introduction to Classical Latin I	LATN
708	LATN 10200	Introduction to Classical Latin II	LATN
709	LATN 10300	Introduction to Classical Latin III	LATN
710	LATN 10123	Summer Intensive Introductory Latin	LATN
711	LATN 11100	Accelerated Introduction to Classical Latin I	LATN
712	LATN 11200	Accelerated Introduction to Classical Latin II	LATN
713	LATN 11400	Latin for Post Beginners I	LATN
714	LATN 20100-20200-20300	Intermediate Latin I-II-III	LATN
715	LATN 20100	Intermediate Latin I	LATN
716	LATN 20200	Intermediate Latin II	LATN
717	LATN 20300	Intermediate Latin III	LATN
718	LATN 20123	Summer Intensive Intermediate Latin	LATN
719	LATN 20323	High and Later Medieval Intermediate Latin	LATN
720	LATN 20324	Later and Early Medieval Intermediate Latin II	LATN
721	LATN 21900	Roman Comedy	LATN
722	LATN 22324	Tacitus, Histories, book 1	LATN
723	LATN 25200	Medieval Latin	LATN
724	LATN 26624	Martial's Epigrams	LATN
725	LATN 29700	Reading Course	LATN
726	COGS 20001	Mind, Brain and Meaning	COGS
727	COGS 20002	Cognitive Models	COGS
728	COGS 20100	Perspectives on large language models: computational, cognitive, social	COGS
729	COGS 22000	Introduction to Linguistics	COGS
730	COGS 22001	Introduction to Phonetics and Phonology	COGS
731	COGS 22002	Language and Communication	COGS
732	COGS 22003	Introduction to Syntax	COGS
733	COGS 22004	Introduction to Semantics and Pragmatics	COGS
734	COGS 22005	Morphology	COGS
735	COGS 22006	Sociophonetics	COGS
736	COGS 22007	The Evolution of Language	COGS
737	COGS 22008	New Perspectives on Language Emergence	COGS
738	COGS 22009	Crosslinguistic Perspectives on Language Development	COGS
739	COGS 22010	The Language of Deception and Humor	COGS
740	COGS 22011	Bilingualism and Heritage Languages	COGS
741	COGS 22013	Psycholinguistics	COGS
742	COGS 22014	Lexical Semantics	COGS
743	COGS 22015	Computational Linguistics	COGS
744	COGS 24001	Prediction in Language Comprehension	COGS
745	COGS 25000	Artificial Intelligence, Human Condition, Human Capacities	COGS
746	CHDV 20000	Introduction to Human Development	CHDV
747	CHDV 20100	Human Development Research Design	CHDV
748	CHDV 20102	Introduction to Causal Inference	CHDV
749	CHDV 20140	Qualitative Field Methods	CHDV
750	CHDV 20150	Language and Communication	CHDV
751	CHDV 20175	The Sociology of Deviant Behavior	CHDV
752	CHDV 20300	Biological Psychology	CHDV
753	CHDV 20305	Inequality in Urban Spaces	CHDV
754	CHDV 20655	Child and Adolescent Development in Context	CHDV
755	CHDV 20700	Global Health, Environment, and Indigenous Futures	CHDV
756	CHDV 21000	Cultural Psychology	CHDV
757	CHDV 21800	Primate Behavior and Ecology	CHDV
758	CHDV 21816	A History of Youth in Latin America	CHDV
759	CHDV 21920	The Evolution of Language	CHDV
760	CHDV 22103	Feminism and Anthropology	CHDV
761	CHDV 22203	Caste, Reproduction, and Citizenship in India	CHDV
